,Xf,Xa,Xi,phi,Tad,Flammable
108,0.11,0.85,0.04,0.41870584840343855,1265.9599834868127,0.0
109,0.11,0.8,0.09,0.4456746075042475,1263.3986399923424,0.0
110,0.11,0.7,0.19,0.5109287436463632,1258.3940335987488,0.0
111,0.11,0.6,0.29,0.5974060366347259,1253.5427700942785,0.0
112,0.11,0.5,0.39,0.7174710903236272,1248.8428871916421,0.0
113,0.11,0.4,0.49,0.8954081129521713,1244.3064191526184,0.0
114,0.11,0.3,0.59,1.1863449273597335,1076.42854733188,0.0
115,0.11,0.2,0.69,1.7480045456718583,800.7957673427595,0.0
116,0.11,0.1,0.79,3.2870298306386183,640.5747016375574,0.0
117,0.11,0.0,0.89,25.4379589416373,443.3326550079147,0.0
118,0.12,0.88,0.0,0.4405241605241606,1343.0095084593981,1.0
119,0.12,0.87,0.01,0.4457387976837347,1342.380080093933,1.0
120,0.12,0.86,0.02,0.4510726584917877,1341.752644848617,1.0
121,0.12,0.85,0.03,0.4565298789934686,1341.127194970095,1.0
122,0.12,0.84,0.04,0.46211478878618467,1340.503722889697,1.0
123,0.12,0.83,0.05,0.4678319224755744,1339.8822212304055,1.0
124,0.12,0.82,0.06,0.4736860319548969,1339.2626828148375,1.0
125,0.12,0.81,0.07,0.47968209957772284,1338.6451006743482,1.0
126,0.12,0.8,0.08,0.48582535230067087,1338.0294680593815,1.0
127,0.12,0.79,0.09,0.49212127688056934,1337.4157784512354,1.0
128,0.12,0.78,0.1,0.49857563621891204,1336.8040255753967,1.0
129,0.12,0.77,0.11,0.5051944869559444,1336.1942034166934,1.0
130,0.12,0.76,0.12,0.5119841984272842,1335.586306236482,1.0
131,0.12,0.75,0.13,0.5189514731077941,1334.9803285921846,1.0
132,0.12,0.74,0.14,0.5261033686806335,1334.3762653595293,1.0
133,0.12,0.73,0.15,0.5334473218842471,1333.7741117579078,1.0
134,0.12,0.72,0.16,0.5409911743066653,1333.1738633793636,1.0
135,0.12,0.71,0.17,0.5487432003151955,1332.5755162217988,1.0
136,0.12,0.7,0.18,0.5567121373306351,1331.9790667271598,1.0
137,0.12,0.69,0.19,0.5649072186788656,1331.3845118254849,1.0
138,0.12,0.68,0.2,0.5733382092795181,1330.7918489857084,1.0
139,0.12,0.67,0.21,0.582015444461719,1330.2010762751968,1.0
140,0.12,0.66,0.22,0.5909498722313248,1329.612192428578,1.0
141,0.12,0.65,0.23,0.6001530993530869,1329.025196928972,1.0
142,0.12,0.64,0.24,0.6096374416555946,1328.440090103583,1.0
143,0.12,0.63,0.25,0.6194159790174486,1327.8568732370895,1.0
144,0.12,0.62,0.26,0.6295026155508974,1327.2755487069237,1.0
145,0.12,0.61,0.27,0.6399121455652718,1326.6961201458207,1.0
146,0.12,0.6,0.28,0.6506603259683279,1326.118592638489,1.0
147,0.12,0.59,0.29,0.6617639558506763,1325.5429729615469,1.0
148,0.12,0.58,0.3,0.6732409640986885,1324.9692700530713,1.0
149,0.12,0.57,0.31,0.6851105059969514,1324.3974946382377,1.0
150,0.12,0.56,0.32,0.6973930699150865,1323.8276607797607,1.0
151,0.12,0.55,0.33,0.7101105953288437,1323.2597858187642,1.0
152,0.12,0.54,0.34,0.723286603605627,1322.6938912510532,1.0
153,0.12,0.53,0.35,0.7369463431946215,1322.1300037126998,1.0
154,0.12,0.52,0.36,0.751116951107063,1321.5681562895218,1.0
155,0.12,0.51,0.37,0.7658276328596394,1321.0083922499596,1.0
156,0.12,0.5,0.38,0.7811098633917214,1320.4507601738183,1.0
157,0.12,0.49,0.39,0.7969976118650307,1319.895327683698,1.0
158,0.12,0.48,0.4,0.8135275937246663,1319.3421801538307,1.0
159,0.12,0.47,0.41,0.8307395539580154,1318.7914298899188,1.0
160,0.12,0.46,0.42,0.8486765861514062,1318.2432282657182,1.0
161,0.12,0.45,0.43,0.867385492736128,1317.6977858765213,1.0
162,0.12,0.44,0.44,0.8869171927639028,1317.1554083457636,1.0
163,0.12,0.43,0.45,0.9073271846923082,1316.6165655786956,1.0
164,0.12,0.42,0.46,0.9286760730370812,1316.0820427875792,1.0
165,0.12,0.41,0.47,0.9510301694163786,1315.5533335161574,1.0
166,0.12,0.4,0.48,0.9744621805421108,1315.0340146865053,1.0
167,0.12,0.39,0.49,0.9990519981949534,1314.5253512465993,1.0
168,0.12,0.38,0.5,1.0248876092668182,1286.6169993436486,1.0
169,0.12,0.37,0.51,1.0520661477145385,1257.6292516912465,0.0
170,0.12,0.36,0.52,1.080695114931424,1228.7131773198182,0.0
171,0.12,0.3,0.58,1.2906693037186119,1057.2670048435357,0.0
172,0.12,0.2,0.68,1.901343662564361,789.8526532198038,0.0
173,0.12,0.1,0.78,3.5762297744868405,644.2231755546086,0.0
174,0.12,0.0,0.88,27.93748366426008,450.0895473169928,0.0
175,0.13,0.87,0.0,0.48271996134065115,1416.313279285459,1.0
176,0.13,0.86,0.01,0.48847768168242583,1415.5811022984055,1.0
177,0.13,0.85,0.02,0.4943685904375454,1414.851273992188,1.0
178,0.13,0.84,0.03,0.5003973630831549,1414.123786645497,1.0
179,0.13,0.83,0.04,0.5065688965261607,1413.3986328682408,1.0
180,0.13,0.82,0.05,0.5128883223688887,1412.6758056195765,1.0
181,0.13,0.81,0.06,0.5193610211399867,1411.9552982284579,1.0
182,0.13,0.8,0.07,0.5259926375735184,1411.237104417043,1.0
183,0.13,0.79,0.08,0.532789097027441,1410.5212183273543,1.0
184,0.13,0.78,0.09,0.5397566231418401,1409.8076345516495,1.0
185,0.13,0.77,0.1,0.546901756847533,1409.0963481670644,1.0
186,0.13,0.76,0.11,0.5542313768470651,1408.387354775176,1.0
187,0.13,0.75,0.12,0.5617527217029098,1407.6806505472885,1.0
188,0.13,0.74,0.13,0.5694734136819515,1406.9762322763786,1.0
189,0.13,0.73,0.14,0.5774014845213733,1406.2740974368667,1.0
190,0.13,0.72,0.15,0.5855454032990286,1405.5742442535877,1.0
191,0.13,0.71,0.16,0.5939141066116106,1404.876671781673,1.0
192,0.13,0.7,0.17,0.6025170312866786,1404.1813799994536,1.0
193,0.13,0.69,0.18,0.6113641498802759,1403.488369916933,1.0
194,0.13,0.68,0.19,0.6204660092408668,1402.7976437030834,1.0
195,0.13,0.67,0.2,0.6298337724531199,1402.109204835987,1.0
196,0.13,0.66,0.21,0.6394792645122492,1401.423058280928,1.0
197,0.13,0.65,0.22,0.6494150221218449,1400.7392107091966,1.0
198,0.13,0.64,0.23,0.6596543480561395,1400.0576710191467,1.0
199,0.13,0.63,0.24,0.6702113705823841,1399.3784493316107,1.0
200,0.13,0.62,0.25,0.6811011085014966,1398.7015591187937,1.0
201,0.13,0.61,0.26,0.6923395424366321,1398.027019215763,1.0
202,0.13,0.6,0.27,0.7039436930812882,1397.3548473197948,1.0
203,0.13,0.59,0.28,0.7159317072127159,1396.685069095916,1.0
204,0.13,0.58,0.29,0.7283229523848166,1396.0177145914906,1.0
205,0.13,0.57,0.3,0.7411381213398177,1395.3528203663304,1.0
206,0.13,0.56,0.31,0.7543993473227021,1394.6904310411949,1.0
207,0.13,0.55,0.32,0.7681303316501423,1394.0306013545737,1.0
208,0.13,0.54,0.33,0.7823564850806757,1393.3733989461582,1.0
209,0.13,0.53,0.34,0.797105084760059,1392.7189082052664,1.0
210,0.13,0.52,0.35,0.8124054487812171,1392.067235724808,1.0
211,0.13,0.51,0.36,0.828289130709195,1391.4185182570823,1.0
212,0.13,0.5,0.37,0.8447901367869246,1390.772934722223,1.0
213,0.13,0.49,0.38,0.8619451689681874,1390.1307250931727,1.0
214,0.13,0.48,0.39,0.8797938974330762,1389.4922216247185,1.0
215,0.13,0.47,0.4,0.8983792668446897,1388.857903842273,1.0
216,0.13,0.46,0.41,0.9177478413236696,1388.228503483976,1.0
217,0.13,0.45,0.42,0.9379501939741179,1387.6052270651862,1.0
218,0.13,0.44,0.43,0.9590413478210157,1386.9902961814762,1.0
219,0.13,0.43,0.44,0.9810812762536637,1386.3883005056757,1.0
220,0.13,0.42,0.45,1.0041354725596885,1380.926321954129,1.0
221,0.13,0.41,0.46,1.0282755999400148,1351.954276989432,1.0
222,0.13,0.4,0.47,1.0535802355930803,1323.0297311640556,1.0
223,0.13,0.39,0.48,1.080135725143334,1294.1655983687278,1.0
224,0.13,0.38,0.49,1.1080371669886317,1265.3693399804936,0.0
225,0.13,0.37,0.5,1.137389550212859,1236.6488565544305,0.0
226,0.13,0.3,0.57,1.3951049628077743,1038.517512824876,0.0
227,0.13,0.2,0.67,2.0549225663054713,782.158839389375,0.0
228,0.13,0.1,0.77,3.866276593939478,647.7680300815598,0.0
229,0.13,0.0,0.87,30.494468725333952,456.75513292399927,0.0
230,0.14,0.86,0.0,0.5258970598505482,1488.0101922946567,1.0
231,0.14,0.85,0.01,0.532221991284572,1487.18050090762,1.0
232,0.14,0.84,0.02,0.5386949730326965,1486.3535201647223,1.0
233,0.14,0.83,0.03,0.5453212648671532,1485.5292438651143,1.0
234,0.14,0.82,0.04,0.5521063786974302,1484.7076664203596,1.0
235,0.14,0.81,0.05,0.5590560938618848,1483.8887828983,1.0
236,0.14,0.8,0.06,0.5661764735459032,1483.0725890731903,1.0
237,0.14,0.79,0.07,0.5734738824246444,1482.2590814830473,1.0
238,0.14,0.78,0.08,0.5809550056382666,1481.4482574953674,1.0
239,0.14,0.77,0.09,0.5886268692185423,1480.6401153825561,1.0
240,0.14,0.76,0.1,0.5964968620980532,1479.8346544087494,1.0
241,0.14,0.75,0.11,0.6045727598468842,1479.031874929991,1.0
242,0.14,0.74,0.12,0.6128627502971009,1478.2317785102612,1.0
243,0.14,0.73,0.13,0.6213754612325272,1477.4343680562902,1.0
244,0.14,0.72,0.14,0.6301199903406615,1476.6396479749037,1.0
245,0.14,0.71,0.15,0.6391059376453275,1475.847624357474,1.0
246,0.14,0.7,0.16,0.6483434406631168,1475.058305197197,1.0
247,0.14,0.69,0.17,0.6578432125542865,1474.2717019402355,1.0
248,0.14,0.68,0.18,0.667616583569967,1473.4878247284832,1.0
249,0.14,0.67,0.19,0.6776755461328061,1472.7066902013673,1.0
250,0.14,0.66,0.2,0.688032803928164,1471.9283170885212,1.0
251,0.14,0.65,0.21,0.6987018254283913,1471.1527279378388,1.0
252,0.14,0.64,0.22,0.7096969023243678,1470.3799497788052,1.0
253,0.14,0.63,0.23,0.721033213397333,1469.6100149440904,1.0
254,0.14,0.62,0.24,0.7327268944312826,1468.8429620974935,1.0
255,0.14,0.61,0.25,0.7447951148430744,1468.078837534495,1.0
256,0.14,0.6,0.26,0.7572561617955793,1467.3176968481723,1.0
257,0.14,0.59,0.27,0.7701295326605015,1466.5596070925485,1.0
258,0.14,0.58,0.28,0.7834360368141182,1465.8046496353254,1.0
259,0.14,0.57,0.29,0.7971979078837946,1465.0529239848784,1.0
260,0.14,0.56,0.3,0.8114389277187956,1464.3045530247366,1.0
261,0.14,0.55,0.31,0.8261845635394424,1463.5596903350909,1.0
262,0.14,0.54,0.32,0.8414621199284419,1462.8185306721048,1.0
263,0.14,0.53,0.33,0.857300907572728,1462.0813254566212,1.0
264,0.14,0.52,0.34,0.8737324309498058,1461.348406319866,1.0
265,0.14,0.51,0.35,0.8907905974872784,1460.6202222487439,1.0
266,0.14,0.5,0.36,0.908511951117473,1459.8974001633771,1.0
267,0.14,0.49,0.37,0.9269359336124895,1459.1808452326454,1.0
268,0.14,0.48,0.38,0.9461051776327436,1458.4718908176003,1.0
269,0.14,0.47,0.39,0.9660658360715948,1457.772264762558,1.0
270,0.14,0.46,0.4,0.9868679530513839,1457.0774427689366,1.0
271,0.14,0.45,0.41,1.0085658828486814,1445.6689911345752,1.0
272,0.14,0.44,0.42,1.0312187641317156,1416.7716144902781,1.0
273,0.14,0.43,0.43,1.0548910582219393,1387.9108102539658,1.0
274,0.14,0.42,0.44,1.0796531616959801,1359.1014401268858,1.0
275,0.14,0.41,0.45,1.1055821055887254,1330.3500921779798,1.0
276,0.14,0.4,0.46,1.1327623558250446,1301.6632486593733,1.0
277,0.14,0.39,0.47,1.1612867324011233,1273.0478593572575,1.0
278,0.14,0.38,0.48,1.191257468390052,1244.5114635375203,0.0
279,0.14,0.37,0.49,1.2227874342319565,1216.0622171123496,0.0
280,0.14,0.3,0.56,1.4996520827800404,1020.1614278410449,0.0
281,0.14,0.2,0.66,2.2087418197919173,777.0086902019306,0.0
282,0.14,0.1,0.76,4.157174014359962,651.2129216537376,0.0
283,0.14,0.0,0.86,33.11091855527001,463.32759267387195,0.0
284,0.15,0.85,0.0,0.57009009009009,1558.1471383386358,1.0
285,0.15,0.84,0.01,0.5770076274945293,1557.225738714351,1.0
286,0.15,0.83,0.02,0.5840890366770409,1556.3074301262086,1.0
287,0.15,0.82,0.03,0.5913402104532582,1555.39221029666,1.0
288,0.15,0.81,0.04,0.5987673276068295,1554.480078080926,1.0
289,0.15,0.8,0.05,0.6063768704493635,1553.5710335660137,1.0
290,0.15,0.79,0.06,0.6141756436903945,1552.665078184563,1.0
291,0.15,0.78,0.07,0.6221707947328146,1551.762214845947,1.0
292,0.15,0.77,0.08,0.6303698355210113,1550.862448087711,1.0
293,0.15,0.76,0.09,0.6387806660820852,1549.9657842681584,1.0
294,0.15,0.75,0.1,0.6474115999152198,1549.0722314319219,1.0
295,0.15,0.74,0.11,0.656271391400722,1548.1817999925754,1.0
296,0.15,0.73,0.12,0.6653692654186935,1547.2945052848193,1.0
297,0.15,0.72,0.13,0.6747149493879786,1546.4103605241976,1.0
298,0.15,0.71,0.14,0.684318707959316,1545.529385935624,1.0
299,0.15,0.7,0.15,0.6941913806228076,1544.6516044406294,1.0
300,0.15,0.69,0.16,0.7043444225193796,1543.7770432216982,1.0
301,0.15,0.68,0.17,0.7147899487792749,1542.9057343911425,1.0
302,0.15,0.67,0.18,0.7255407827484036,1542.0377158031395,1.0
303,0.15,0.66,0.19,0.7366105085061613,1541.1730320467884,1.0
304,0.15,0.65,0.2,0.7480135281269706,1540.3117356704897,1.0
305,0.15,0.64,0.21,0.759765124193061,1539.453888704381,1.0
306,0.15,0.63,0.22,0.7718815281290563,1538.5995645705018,1.0
307,0.15,0.62,0.23,0.7843799950008808,1537.7488505018246,1.0
308,0.15,0.61,0.24,0.7972788855038497,1536.901850635495,1.0
309,0.15,0.6,0.25,0.8105977559592022,1536.0586900022947,1.0
310,0.15,0.59,0.26,0.8243574572468118,1535.2195197134918,1.0
311,0.15,0.58,0.27,0.8385802437266873,1534.3845237296919,1.0
312,0.15,0.57,0.28,0.8532898933460186,1533.55392765403,1.0
313,0.15,0.56,0.29,0.8685118402952334,1532.7280098653405,1.0
314,0.15,0.55,0.3,0.8842733217698422,1531.9071144433497,1.0
315,0.15,0.54,0.31,0.9006035406195502,1531.091661694089,1.0
316,0.15,0.53,0.32,0.9175338459279636,1530.28213737242,1.0
317,0.15,0.52,0.33,0.9350979338721966,1529.478977095422,1.0
318,0.15,0.51,0.34,0.953332071570167,1528.6819164866556,1.0
319,0.15,0.5,0.35,0.9722753470446005,1527.8856671166814,1.0
320,0.15,0.49,0.36,0.991969948929185,1527.0121469282183,1.0
321,0.15,0.48,0.37,1.0124614801291085,1509.936171748075,1.0
322,0.15,0.47,0.38,1.0337993103440817,1481.1192836207879,1.0
323,0.15,0.46,0.39,1.0560369731898576,1452.322517414612,1.0
324,0.15,0.45,0.4,1.0792326146426712,1423.5689298445373,1.0
325,0.15,0.44,0.41,1.1034495007152512,1394.865484550612,1.0
326,0.15,0.43,0.42,1.1287565936972157,1366.2178311026537,1.0
327,0.15,0.42,0.43,1.15522920801193,1337.6316960456375,1.0
328,0.15,0.41,0.44,1.1829497588259446,1309.1132085705146,1.0
329,0.15,0.4,0.45,1.2120086190838837,1280.669023928961,1.0
330,0.15,0.39,0.46,1.2425051037431853,1252.3063676689085,0.0
331,0.15,0.38,0.47,1.274548603792631,1224.033067741787,0.0
332,0.15,0.3,0.55,1.6043108421687051,1002.1822238467956,0.0
333,0.15,0.2,0.65,2.362801987683658,773.52895439998,0.0
334,0.15,0.1,0.75,4.448925782994053,654.5614299344797,0.0
335,0.15,0.0,0.85,35.78893191061631,469.80510780510656,0.0
336,0.16,0.84,0.0,0.6153353353353355,1626.750661947249,1.0
337,0.16,0.83,0.01,0.6228722211416123,1625.7438855597884,1.0
338,0.16,0.82,0.02,0.6305898271567648,1624.7406083213912,1.0
339,0.16,0.81,0.03,0.638494732246267,1623.7408348487645,1.0
340,0.16,0.8,0.04,0.6465938385238746,1622.7445716934885,1.0
341,0.16,0.79,0.05,0.6548943914517692,1621.7518275700047,1.0
342,0.16,0.78,0.06,0.6634040014594249,1620.7626135105365,1.0
343,0.16,0.77,0.07,0.6721306672167813,1619.7769431515612,1.0
344,0.16,0.76,0.08,0.6810828007113182,1618.7948330089214,1.0
345,0.16,0.75,0.09,0.6902692542942908,1617.8163028065662,1.0
346,0.16,0.74,0.1,0.6996993498789139,1616.841375856835,1.0
347,0.16,0.73,0.11,0.7093829104929443,1615.870079501006,1.0
348,0.16,0.72,0.12,0.7193302944101555,1614.9024456203294,1.0
349,0.16,0.71,0.13,0.7295524321100247,1613.9385112289592,1.0
350,0.16,0.7,0.14,0.7400608663428605,1612.9783191612357,1.0
351,0.16,0.69,0.15,0.7508677956091173,1612.0219188657318,1.0
352,0.16,0.68,0.16,0.7619861213972153,1611.0693673163491,1.0
353,0.16,0.67,0.17,0.7734294995644598,1610.1207300439619,1.0
354,0.16,0.66,0.18,0.7852123962912829,1609.1760822759527,1.0
355,0.16,0.65,0.19,0.7973501490908804,1608.2355101355145,1.0
356,0.16,0.64,0.2,0.8098590334152503,1607.299111777511,1.0
357,0.16,0.63,0.21,0.8227563354658526,1606.3669981813537,1.0
358,0.16,0.62,0.22,0.8360604318938447,1605.439292981786,1.0
359,0.16,0.61,0.23,0.8497908771626429,1604.5161299909898,1.0
360,0.16,0.6,0.24,0.8639684994462224,1603.597645389657,1.0
361,0.16,0.59,0.25,0.8786155060522595,1602.683957561318,1.0
362,0.16,0.58,0.26,0.8937555994923737,1601.7751172174012,1.0
363,0.16,0.57,0.27,0.909414105475477,1600.8709813125115,1.0
364,0.16,0.56,0.28,0.9256181142780102,1599.9708713248087,1.0
365,0.16,0.55,0.29,0.9423966371510555,1599.072513586478,1.0
366,0.16,0.54,0.3,0.9597807796639567,1598.1680177946,1.0
367,0.16,0.53,0.31,0.9778039341634055,1597.2208372184675,1.0
368,0.16,0.52,0.32,0.9965019938533228,1595.7301436015491,1.0
369,0.16,0.51,0.33,1.0159135913832846,1573.7552647055718,1.0
370,0.16,0.5,0.34,1.0360803652826265,1545.0352578386892,1.0
371,0.16,0.49,0.35,1.057047258106949,1516.30549810719,1.0
372,0.16,0.48,0.36,1.0788628507898326,1487.6087111366598,1.0
373,0.16,0.47,0.37,1.101579738435029,1458.9547353514727,1.0
374,0.16,0.46,0.38,1.1252549536678098,1430.3494119714899,1.0
375,0.16,0.45,0.39,1.1499504447188882,1401.7978165722652,1.0
376,0.16,0.44,0.4,1.1757336166781025,1373.3050687089105,1.0
377,0.16,0.43,0.41,1.202677945874938,1344.8766043582923,1.0
378,0.16,0.42,0.42,1.230863679177977,1316.5183031207582,1.0
379,0.16,0.41,0.43,1.260378632229787,1288.236556775857,1.0
380,0.16,0.4,0.44,1.2913191033416522,1260.0383053066405,0.0
381,0.16,0.39,0.45,1.3237909230835272,1231.9310606842532,0.0
382,0.16,0.3,0.54,1.7090814198885582,984.5663339000422,0.0
383,0.16,0.2,0.64,2.5171036364108064,771.1205318460853,0.0
384,0.16,0.1,0.74,4.741535669130754,657.8170513104033,0.0
385,0.16,0.0,0.84,38.53070748870896,476.1858842068292,0.0
386,0.17,0.83,0.0,0.6616708274539601,1693.814205594055,1.0
387,0.17,0.82,0.01,0.6698552383360032,1692.728514930778,1.0
388,0.17,0.81,0.02,0.6782383176596846,1691.646734981399,1.0
389,0.17,0.8,0.03,0.6868273880178543,1690.568876313103,1.0
390,0.17,0.79,0.04,0.6956301363447178,1689.4949517726852,1.0
391,0.17,0.78,0.05,0.7046546368613663,1688.4249766020014,1.0
392,0.17,0.77,0.06,0.7139093757775068,1687.358968538805,1.0
