,Xf,Xa,Xi,phi,Tad,Flammable
419,0.19,0.62,0.19,0.8045178136543956,1614.3505225815068,1.0
420,0.19,0.61,0.2,0.8177522421959339,1613.3046919509568,1.0
421,0.19,0.6,0.21,0.8314177836471929,1612.2636743296991,1.0
422,0.19,0.59,0.22,0.8455358521145208,1611.2275638399512,1.0
423,0.19,0.58,0.23,0.8601293038147244,1610.1964407138748,1.0
424,0.19,0.57,0.24,0.8752225605506699,1609.170340401812,1.0
425,0.19,0.56,0.25,0.8908417460945047,1608.1491830097318,1.0
426,0.19,0.55,0.26,0.9070148370806181,1607.13260353276,1.0
427,0.19,0.54,0.27,0.9237718302418054,1606.1195057018624,1.0
428,0.19,0.53,0.28,0.9411449280917625,1605.1067150247738,1.0
429,0.19,0.52,0.29,0.9591687454721155,1604.0838857685217,1.0
430,0.19,0.51,0.3,0.9778805397514193,1603.0042128363475,1.0
431,0.19,0.5,0.31,0.997320467897426,1601.1793511496512,1.0
432,0.19,0.49,0.32,1.017531874155271,1577.8615235637205,1.0
433,0.19,0.48,0.33,1.0385616126687514,1548.7917865266143,1.0
434,0.19,0.47,0.34,1.0604604100988066,1519.7132616519575,1.0
435,0.19,0.46,0.35,1.0832832741463871,1490.669504346734,1.0
436,0.19,0.45,0.36,1.1070899549054527,1461.670720703758,1.0
437,0.19,0.44,0.37,1.1319454671923297,1432.722929728152,1.0
438,0.19,0.43,0.38,1.1579206834655582,1403.8313596800847,1.0
439,0.19,0.42,0.39,1.1850930087226912,1375.001313943005,1.0
440,0.19,0.41,0.4,1.2135471509090663,1346.2384696137979,1.0
441,0.19,0.4,0.41,1.2433760029892549,1317.549028868242,1.0
442,0.19,0.39,0.42,1.2746816560303211,1288.9397807580453,1.0
443,0.19,0.38,0.43,1.307576566575123,1260.418162068144,0.0
444,0.19,0.37,0.44,1.3421849064339493,1231.9922772959349,0.0
445,0.19,0.3,0.51,1.646171894080214,1036.5069989419403,0.0
446,0.19,0.2,0.61,2.425472761272609,795.3390733771133,0.0
447,0.19,0.1,0.71,4.572378738760882,683.6796359653117,0.0
448,0.19,0.0,0.81,37.46453584457192,515.8693799130397,0.0
449,0.2,0.8,0.0,0.6544999999999999,1692.5414057307282,1.0
450,0.2,0.79,0.01,0.6629072009893047,1691.3407947617582,1.0
451,0.2,0.78,0.02,0.6715262253940141,1690.1446510430903,1.0
452,0.2,0.77,0.03,0.6803651808389419,1688.9529793877557,1.0
453,0.2,0.76,0.04,0.6894325940594963,1687.765786750969,1.0
454,0.2,0.75,0.05,0.6987374383378027,1686.5830823024476,1.0
455,0.2,0.74,0.06,0.708289163122674,1685.4048774684375,1.0
456,0.2,0.73,0.07,0.7180977260389496,1684.2311859454119,1.0
457,0.2,0.72,0.08,0.7281736275141407,1683.0620236027617,1.0
458,0.2,0.71,0.09,0.738527948275503,1681.8974082960078,1.0
459,0.2,0.7,0.1,0.7491723899990407,1680.7373607479785,1.0
460,0.2,0.69,0.11,0.7601193194239274,1679.5818989746358,1.0
